"ACS16:B24124. Detailed Occupation for the Full-Time, Year-Round Civilian Employed Population 16 Years and Over"			
Structural Metal Fabricators and Fitters	"23,431"	0.00%	"1,469.09"
Miscellaneous Assemblers and Fabricators	"811,317"	0.80%	"10,160"
Bakers	"148,282"	0.10%	"4,123.03"
"Butchers and Other Meat, Poultry, and Fish Processing Workers"	"202,694"	0.20%	"5,013.33"
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"	"8,787"	0.00%	886.67
Food Batchmakers	"63,244"	0.10%	"2,698.18"
Food Cooking Machine Operators and Tenders	"6,230"	0.00%	709.09
"Food Processing Workers, All Other"	"113,094"	0.10%	"3,447.88"
Computer Control Programmers and Operators	"84,907"	0.10%	"2,496.97"
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"	"12,248"	0.00%	"1,290.91"
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"	"6,023"	0.00%	679.39
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"	"8,890"	0.00%	967.88
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"	"73,711"	0.10%	"2,875.76"
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	"4,257"	0.00%	673.94
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	"38,492"	0.00%	"1,896.97"
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	"8,021"	0.00%	884.85
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"	"1,798"	0.00%	516.97
Machinists	"297,165"	0.30%	"5,209.09"
"Metal Furnace Operators, Tenders, Pourers, and Casters"	"20,923"	0.00%	"1,493.33"
"Model Makers and Patternmakers, Metal and Plastic"	"4,276"	0.00%	613.33
"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic"	"33,959"	0.00%	"1,943.03"
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	"2,097"	0.00%	413.94
Tool and Die Makers	"50,267"	0.10%	"2,250.91"
"Welding, Soldering, and Brazing Workers"	"475,547"	0.50%	"7,132.73"
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"	"6,474"	0.00%	866.06
"Layout Workers, Metal and Plastic"	"5,546"	0.00%	821.82
"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"	"12,839"	0.00%	"1,015.76"
"Tool Grinders, Filers, and Sharpeners"	"5,015"	0.00%	612.12
"Metal Workers and Plastic Workers, All Other"	"326,498"	0.30%	"6,562.42"
Prepress Technicians and Workers	"17,187"	0.00%	"1,190.91"
"Printing Workers, Except Prepress Technicians and Workers"	"157,832"	0.20%	"4,043.03"
Laundry and Dry-Cleaning Workers	"116,109"	0.10%	"3,756.36"
"Pressers, Textile, Garment, and Related Materials"	"24,529"	0.00%	"1,781.21"
Sewing Machine Operators	"129,635"	0.10%	"4,230.91"
Shoe and Leather Workers and Repairers	"8,294"	0.00%	"1,232.12"
Shoe Machine Operators and Tenders	"2,149"	0.00%	426.06
"Tailors, Dressmakers, and Sewers"	"38,822"	0.00%	"1,868.48"
Textile Bleaching and Dyeing Machine Operators and Tenders	"1,234"	0.00%	353.33
"Textile Cutting Machine Setters, Operators, and Tenders"	"6,067"	0.00%	737.58
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"	"7,421"	0.00%	861.82
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"	"9,640"	0.00%	"1,140.61"
Fabric and Apparel Patternmakers	"2,114"	0.00%	403.64
Upholsterers	"23,251"	0.00%	"1,715.76"
"Miscellaneous Textile, Apparel, and Furnishings Workers, Including Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"	"12,112"	0.00%	"1,175.15"
Cabinetmakers and Bench Carpenters	"44,283"	0.00%	"2,380.61"
Furniture Finishers	"7,973"	0.00%	926.67
"Sawing Machine Setters, Operators, and Tenders, Wood"	"25,859"	0.00%	"1,396.97"
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"	"15,419"	0.00%	"1,240"
"Miscellaneous Woodworkers, Including Model Makers and Patternmakers"	"22,665"	0.00%	"1,604.85"
"Power Plant Operators, Distributors, and Dispatchers"	"42,662"	0.00%	"1,840"
Stationary Engineers and Boiler Operators	"80,093"	0.10%	"2,929.09"
Water and Wastewater Treatment Plant and System Operators	"78,358"	0.10%	"2,732.12"
Miscellaneous Plant and System Operators	"37,531"	0.00%	"1,965.45"
"Chemical Processing Machine Setters, Operators, and Tenders"	"48,578"	0.10%	"2,463.03"
"Crushing, Grinding, Polishing, Mixing, and Blending Workers"	"66,068"	0.10%	"2,707.27"
Cutting Workers	"51,485"	0.10%	"2,429.09"
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"	"23,961"	0.00%	"1,509.09"
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"	"10,409"	0.00%	"1,194.55"
"Inspectors, Testers, Sorters, Samplers, and Weighers"	"666,282"	0.60%	"9,396.97"
Jewelers and Precious Stone and Metal Workers	"25,368"	0.00%	"1,854.55"
"Medical, Dental, and Ophthalmic Laboratory Technicians"	"58,471"	0.10%	"2,295.76"
Packaging and Filling Machine Operators and Tenders	"204,703"	0.20%	"4,738.79"
Painting Workers	"126,596"	0.10%	"3,500"
Photographic Process Workers and Processing Machine Operators	"17,651"	0.00%	"1,318.79"
Semiconductor Processors	"1,741"	0.00%	402.42
Adhesive Bonding Machine Operators and Tenders	"6,765"	0.00%	740
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"	"3,785"	0.00%	581.82
Cooling and Freezing Equipment Operators and Tenders	"2,374"	0.00%	436.97
Etchers and Engravers	"8,059"	0.00%	952.12
"Molders, Shapers, and Casters, Except Metal and Plastic"	"22,330"	0.00%	"1,354.55"
"Paper Goods Machine Setters, Operators, and Tenders"	"24,020"	0.00%	"1,772.12"
Tire Builders	"12,530"	0.00%	"1,083.64"
Helpers--Production Workers	"23,695"	0.00%	"1,738.18"
"Production Workers, All Other"	"953,539"	0.90%	"9,916.97"
Supervisors of Transportation and Material Moving Workers	"196,226"	0.20%	"3,804.85"
Aircraft Pilots and Flight Engineers	"102,512"	0.10%	"3,553.33"
Air Traffic Controllers and Airfield Operations Specialists	"29,978"	0.00%	"1,953.33"
Flight Attendants	"53,686"	0.10%	"3,392.73"
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"	"10,405"	0.00%	"1,127.27"
Bus Drivers	"280,228"	0.30%	"6,109.09"
Driver/Sales Workers and Truck Drivers	"2,695,081"	2.50%	"17,762.42"
Taxi Drivers and Chauffeurs	"302,027"	0.30%	"6,089.70"
"Motor Vehicle Operators, All Other"	"17,956"	0.00%	"1,511.52"
Locomotive Engineers and Operators	"43,277"	0.00%	"2,163.64"
"Railroad Brake, Signal, and Switch Operators"	"3,553"	0.00%	629.7
Railroad Conductors and Yardmasters	"43,761"	0.00%	"2,520.61"
"Subway, Streetcar, and Other Rail Transportation Workers"	"14,379"	0.00%	"1,146.06"
Sailors and Marine Oilers	"15,230"	0.00%	"1,294.55"
Ship and Boat Captains and Operators	"24,058"	0.00%	"1,812.73"
Ship Engineers	"3,026"	0.00%	570.91
Bridge and Lock Tenders	"3,937"	0.00%	612.73
Parking Lot Attendants	"46,169"	0.00%	"2,742.42"
Automotive and Watercraft Service Attendants	"59,150"	0.10%	"2,424.24"
Transportation Inspectors	"39,784"	0.00%	"2,159.39"
"Transportation Attendants, Except Flight Attendants"	"15,697"	0.00%	"1,310.30"
Other Transportation Workers	"17,369"	0.00%	"1,317.58"
Conveyor Operators and Tenders	"4,427"	0.00%	698.79
Crane and Tower Operators	"53,751"	0.10%	"2,123.03"
"Dredge, Excavating, and Loading Machine Operators"	"27,092"	0.00%	"1,563.64"
Hoist and Winch Operators	"5,934"	0.00%	896.36
Industrial Truck and Tractor Operators	"501,490"	0.50%	"7,146.67"
Cleaners of Vehicles and Equipment	"225,496"	0.20%	"5,137.58"
"Laborers and Freight, Stock, and Material Movers, Hand"	"1,340,831"	1.30%	"12,059.39"
Machine Feeders and Offbearers	"15,745"	0.00%	"1,129.09"
"Packers and Packagers, Hand"	"292,614"	0.30%	"6,234.55"
Pumping Station Operators	"19,540"	0.00%	"1,285.45"
Refuse and Recyclable Material Collectors	"65,170"	0.10%	"3,192.12"
Mine Shuttle Car Operators	732	0.00%	330.91
"Tank Car, Truck, and Ship Loaders"	"4,198"	0.00%	632.73
"Material Moving Workers, All Other"	"31,072"	0.00%	"1,489.09"
"ACS16:B24125. Detailed Occupation for the Full-Time, Year-Round Civilian Employed Male Population 16 Years and Over"			
Total	"60,708,461"		"58,626.06"
Chief Executives	"813,898"	1.30%	"8,978.79"
General and Operations Managers	"588,111"	1.00%	"5,969.09"
Legislators	"7,431"	0.00%	748.48
Advertising and Promotions Managers	"17,752"	0.00%	"1,202.42"
Marketing and Sales Managers	"464,995"	0.80%	"6,375.15"
Public Relations and Fundraising Managers	"16,705"	0.00%	"1,189.70"
Administrative Services Managers	"82,550"	0.10%	"2,663.03"
Computer and Information Systems Managers	"413,250"	0.70%	"5,613.94"
Financial Managers	"506,068"	0.80%	"6,510.91"
Compensation and Benefits Managers	"4,254"	0.00%	615.76
Human Resources Managers	"143,842"	0.20%	"3,475.15"
Training and Development Managers	"23,959"	0.00%	"1,766.06"
Industrial Production Managers	"176,191"	0.30%	"3,975.15"
Purchasing Managers	"94,445"	0.20%	"3,047.88"
"Transportation, Storage, and Distribution Managers"	"182,671"	0.30%	"4,474.55"
"Farmers, Ranchers, and Other Agricultural Managers"	"400,989"	0.70%	"5,520.61"
Construction Managers	"528,329"	0.90%	"7,193.33"
Education Administrators	"282,062"	0.50%	"5,283.03"
Architectural and Engineering Managers	"131,956"	0.20%	"3,599.39"
Food Service Managers	"436,773"	0.70%	"7,173.94"
Funeral Service Managers	"4,173"	0.00%	558.18
Gaming Managers	"10,129"	0.00%	858.79
Lodging Managers	"50,893"	0.10%	"2,298.18"
Medical and Health Services Managers	"176,012"	0.30%	"4,078.79"
Natural Sciences Managers	"8,464"	0.00%	925.45
Postmasters and Mail Superintendents	"11,398"	0.00%	"1,103.03"
"Property, Real Estate, and Community Association Managers"	"233,710"	0.40%	"4,304.85"
Social and Community Service Managers	"91,027"	0.20%	"2,535.15"
Emergency Management Directors	"5,663"	0.00%	799.39
"Managers, All Other"	"2,472,383"	4.10%	"15,207.88"
"Agents and Business Managers of Artists, Performers, and Athletes"	"17,328"	0.00%	"1,427.88"
"Buyers and Purchasing Agents, Farm Products"	"5,584"	0.00%	634.55
"Wholesale and Retail Buyers, Except Farm Products"	"71,088"	0.10%	"2,695.15"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products"	"122,410"	0.20%	"3,533.33"
"Claims Adjusters, Appraisers, Examiners, and Investigators"	"105,531"	0.20%	"3,121.21"
Compliance Officers	"107,204"	0.20%	"3,269.70"
Cost Estimators	"105,522"	0.20%	"3,281.82"
Human Resources Workers	"188,438"	0.30%	"4,542.42"
"Compensation, Benefits, and Job Analysis Specialists"	"10,731"	0.00%	"1,080.61"
Training and Development Specialists	"50,284"	0.10%	"2,120.61"
Logisticians	"77,464"	0.10%	"2,293.33"
Management Analysts	"369,877"	0.60%	"4,908.48"
"Meeting, Convention, and Event Planners"	"24,116"	0.00%	"1,800"
Fundraisers	"20,709"	0.00%	"1,273.33"
Market Research Analysts and Marketing Specialists	"103,644"	0.20%	"3,121.82"
"Business Operations Specialists, All Other"	"110,674"	0.20%	"3,245.45"
Accountants and Auditors	"656,553"	1.10%	"9,028.48"
Appraisers and Assessors of Real Estate	"50,409"	0.10%	"2,196.36"
Budget Analysts	"16,123"	0.00%	"1,123.64"
Credit Analysts	"12,589"	0.00%	"1,190.91"
Financial Analysts	"117,808"	0.20%	"3,686.67"
Personal Financial Advisors	"231,444"	0.40%	"4,926.06"
Insurance Underwriters	"36,949"	0.10%	"1,822.42"
Financial Examiners	"7,827"	0.00%	779.39
Credit Counselors and Loan Officers	"132,203"	0.20%	"3,364.85"
"Tax Examiners and Collectors, and Revenue Agents"	"15,901"	0.00%	"1,256.36"
Tax Preparers	"23,690"	0.00%	"1,527.88"
"Financial Specialists, All Other"	"22,881"	0.00%	"1,784.24"
Computer and Information Research Scientists	"13,203"	0.00%	995.76
Computer Systems Analysts	"267,043"	0.40%	"4,590.30"
Information Security Analysts	"60,291"	0.10%	"2,746.06"
Computer Programmers	"293,334"	0.50%	"4,841.82"
"Software Developers, Applications and Systems Software"	"918,865"	1.50%	"9,130.30"
Web Developers	"92,611"	0.20%	"3,411.52"
Computer Support Specialists	"418,848"	0.70%	"6,747.27"
Database Administrators	"62,319"	0.10%	"2,303.64"
Network and Computer Systems Administrators	"157,000"	0.30%	"4,227.88"
Computer Network Architects	"86,504"	0.10%	"3,086.06"
"Computer Occupations, All Other"	"445,016"	0.70%	"6,561.21"
Actuaries	"17,769"	0.00%	"1,346.67"
Mathematicians	"1,035"	0.00%	213.33
Operations Research Analysts	"63,903"	0.10%	"2,747.27"
Statisticians	"26,411"	0.00%	"1,610.91"
Miscellaneous Mathematical Science Occupations	"1,616"	0.00%	393.33
"Architects, Except Naval"	"119,954"	0.20%	"3,097.58"
"Surveyors, Cartographers, and Photogrammetrists"	"22,619"	0.00%	"1,486.67"
Aerospace Engineers	"102,611"	0.20%	"2,833.33"
Agricultural Engineers	"1,811"	0.00%	329.7
Biomedical Engineers	"10,977"	0.00%	"1,025.45"
Chemical Engineers	"46,688"	0.10%	"2,381.82"
Civil Engineers	"271,698"	0.50%	"5,432.12"
Computer Hardware Engineers	"42,855"	0.10%	"2,453.33"
Electrical and Electronics Engineers	"171,539"	0.30%	"4,463.64"
Environmental Engineers	"19,945"	0.00%	"1,525.45"
"Industrial Engineers, Including Health and Safety"	"145,311"	0.20%	"4,070.91"
Marine Engineers and Naval Architects	"9,501"	0.00%	929.7
Materials Engineers	"31,741"	0.10%	"1,411.52"
Mechanical Engineers	"228,477"	0.40%	"4,912.12"
"Mining and Geological Engineers, Including Mining Safety Engineers"	"7,389"	0.00%	"1,010.91"
Nuclear Engineers	"5,756"	0.00%	709.7
Petroleum Engineers	"19,383"	0.00%	"1,628.48"
"Engineers, All Other"	"411,849"	0.70%	"6,706.67"
Drafters	"110,629"	0.20%	"3,029.09"
"Engineering Technicians, Except Drafters"	"262,975"	0.40%	"5,073.94"
Surveying and Mapping Technicians	"51,382"	0.10%	"2,733.94"
Agricultural and Food Scientists	"13,559"	0.00%	984.24
Biological Scientists	"35,893"	0.10%	"1,752.73"
Conservation Scientists and Foresters	"14,086"	0.00%	"1,125.45"
Medical Scientists	"54,653"	0.10%	"2,373.94"
"Life Scientists, All Other"	"2,467"	0.00%	380.61
Astronomers and Physicists	"7,669"	0.00%	880.61
Atmospheric and Space Scientists	"8,609"	0.00%	818.79
Chemists and Materials Scientists	"49,013"	0.10%	"1,980"
Environmental Scientists and Geoscientists	"42,834"	0.10%	"1,726.67"
"Physical Scientists, All Other"	"115,118"	0.20%	"3,109.09"
Economists	"15,164"	0.00%	"1,148.48"
Survey Researchers	423	0.00%	167.27
Psychologists	"37,701"	0.10%	"1,604.24"
Urban and Regional Planners	"12,910"	0.00%	"1,050.30"
"Miscellaneous Social Scientists and Related Workers, Including Sociologists"	"12,996"	0.00%	"1,102.42"
Agricultural and Food Science Technicians	"16,564"	0.00%	"1,256.97"
Biological Technicians	"8,401"	0.00%	870.91
Chemical Technicians	"40,491"	0.10%	"2,107.27"
Geological and Petroleum Technicians	"9,465"	0.00%	"1,066.67"
Nuclear Technicians	"3,144"	0.00%	507.27
Social Science Research Assistants	219	0.00%	119.39
"Miscellaneous Life, Physical, and Social Science Technicians"	"69,211"	0.10%	"2,661.82"
Counselors	"148,955"	0.30%	"3,529.09"
Social Workers	"133,995"	0.20%	"3,603.03"
Probation Officers and Correctional Treatment Specialists	"37,849"	0.10%	"2,047.88"
Social and Human Service Assistants	"32,813"	0.10%	"1,938.79"
"Miscellaneous Community and Social Service Specialists, Including Health Educators and Community Health Workers"	"21,744"	0.00%	"1,867.88"
Clergy	"291,732"	0.50%	"5,163.03"
"Directors, Religious Activities and Education"	"20,243"	0.00%	"1,202.42"
"Religious Workers, All Other"	"19,099"	0.00%	"1,286.67"
Lawyers	"568,630"	0.90%	"6,752.73"
Judicial Law Clerks	"3,490"	0.00%	547.88
"Judges, Magistrates, and Other Judicial Workers"	"32,986"	0.10%	"1,737.58"
Paralegals and Legal Assistants	"43,287"	0.10%	"2,085.45"
Miscellaneous Legal Support Workers	"34,026"	0.10%	"1,865.45"
Postsecondary Teachers	"470,888"	0.80%	"5,546.06"
Preschool and Kindergarten Teachers	"6,755"	0.00%	840.61
Elementary and Middle School Teachers	"530,970"	0.90%	"6,432.73"
Secondary School Teachers	"231,158"	0.40%	"4,686.06"
Special Education Teachers	"25,632"	0.00%	"1,788.48"
Other Teachers and Instructors	"167,249"	0.30%	"3,835.76"
"Archivists, Curators, and Museum Technicians"	"13,889"	0.00%	"1,084.24"
Librarians	"23,238"	0.00%	"1,469.09"
Library Technicians	"2,235"	0.00%	399.39
Teacher Assistants	"53,389"	0.10%	"2,309.70"
"Other Education, Training, and Library Workers, Except Teacher Assistants"	"21,638"	0.00%	"1,460.61"
Artists and Related Workers	"76,519"	0.10%	"2,820"
Designers	"328,481"	0.50%	"5,717.58"
Actors	"8,254"	0.00%	"1,046.67"
Producers and Directors	"77,794"	0.10%	"2,493.94"
"Athletes, Coaches, Umpires, and Related Workers"	"91,380"	0.20%	"3,617.58"
Dancers and Choreographers	"1,468"	0.00%	347.27
"Musicians, Singers, and Related Workers"	"51,875"	0.10%	"2,998.18"
"Entertainers and Performers, Sports and Related Workers, All Other"	"11,738"	0.00%	"1,218.79"
Announcers	"19,879"	0.00%	"1,555.15"
"News Analysts, Reporters and Correspondents"	"31,972"	0.10%	"1,936.36"
Public Relations Specialists	"35,880"	0.10%	"1,795.15"
Editors	"64,120"	0.10%	"2,318.79"
Technical Writers	"19,792"	0.00%	"1,143.03"
Writers and Authors	"57,364"	0.10%	"2,158.79"
Miscellaneous Media and Communication Workers	"20,909"	0.00%	"1,455.76"
"Miscellaneous Media and Communications Equipment Workers, Including Broadcast and Sound Engineering Technicians and Radio Operators"	"66,356"	0.10%	"2,529.70"
Photographers	"54,402"	0.10%	"2,448.48"
"Television, Video, and Motion Picture Camera Operators and Editors"	"30,920"	0.10%	"1,723.03"
Chiropractors	"31,857"	0.10%	"1,721.21"
Dentists	"65,998"	0.10%	"2,298.79"
Dietitians and Nutritionists	"8,095"	0.00%	868.48
Optometrists	"18,087"	0.00%	988.48
Pharmacists	"97,539"	0.20%	"2,860.61"
Physicians and Surgeons	"489,748"	0.80%	"6,428.48"
Physician Assistants	"27,869"	0.10%	"1,587.88"
Podiatrists	"5,140"	0.00%	653.33
Audiologists	"2,186"	0.00%	481.21
Occupational Therapists	"9,813"	0.00%	"1,080.61"
Physical Therapists	"60,163"	0.10%	"2,166.67"
Radiation Therapists	"3,289"	0.00%	586.67
Recreational Therapists	"3,072"	0.00%	534.55
Respiratory Therapists	"37,338"	0.10%	"2,121.82"
Speech-Language Pathologists	"4,661"	0.00%	874.55
"Miscellaneous Therapists, Including Exercise Physiologists"	"25,250"	0.00%	"1,470.91"
Veterinarians	"26,912"	0.00%	"1,421.21"
Registered Nurses	"281,048"	0.50%	"5,644.85"
Nurse Anesthetists	"10,941"	0.00%	990.3
Nurse Midwives	0	0.00%	116.97
Nurse Practitioners	"14,128"	0.00%	"1,057.58"
"Health Diagnosing and Treating Practitioners, All Other"	"5,463"	0.00%	865.45
Clinical Laboratory Technologists and Technicians	"68,887"	0.10%	"2,285.45"
Dental Hygienists	"4,845"	0.00%	605.45
Diagnostic Related Technologists and Technicians	"88,369"	0.20%	"2,707.27"
Emergency Medical Technicians and Paramedics	"114,281"	0.20%	"3,255.76"
Health Practitioner Support Technologists and Technicians	"98,824"	0.20%	"3,230.30"
Licensed Practical and Licensed Vocational Nurses	"77,484"	0.10%	"3,220"
Medical Records and Health Information Technicians	"14,938"	0.00%	"1,298.18"
"Opticians, Dispensing"	"14,044"	0.00%	"1,214.55"
Miscellaneous Health Technologists and Technicians	"36,999"	0.10%	"1,762.42"
Other Healthcare Practitioners and Technical Occupations	"59,387"	0.10%	"2,787.27"
"Nursing, Psychiatric, and Home Health Aides"	"174,528"	0.30%	"4,979.39"
Occupational Therapy Assistants and Aides	"2,179"	0.00%	546.67
Physical Therapist Assistants and Aides	"19,380"	0.00%	"1,235.15"
Massage Therapists	"16,699"	0.00%	"1,461.82"
Dental Assistants	"13,096"	0.00%	"1,479.39"
Medical Assistants	"35,341"	0.10%	"2,224.85"
Medical Transcriptionists	"1,615"	0.00%	356.97
Pharmacy Aides	"5,064"	0.00%	716.36
Veterinary Assistants and Laboratory Animal Caretakers	"6,400"	0.00%	733.33
Phlebotomists	"12,560"	0.00%	"1,135.15"
"Healthcare Support Workers, All Other, Including Medical Equipment Preparers"	"33,760"	0.10%	"1,860.61"
First-Line Supervisors of Correctional Officers	"39,893"	0.10%	"1,679.39"
First-Line Supervisors of Police and Detectives	"84,933"	0.10%	"2,690.91"
First-Line Supervisors of Fire Fighting and Prevention Workers	"43,233"	0.10%	"1,669.09"
"First-Line Supervisors of Protective Service Workers, All Other"	"49,742"	0.10%	"2,099.39"
Firefighters	"253,361"	0.40%	"4,918.79"
Fire Inspectors	"17,157"	0.00%	"1,401.21"
"Bailiffs, Correctional Officers, and Jailers"	"277,833"	0.50%	"5,238.18"
Detectives and Criminal Investigators	"85,853"	0.10%	"2,869.70"
Fish and Game Wardens	"3,820"	0.00%	643.03
Parking Enforcement Workers	"2,329"	0.00%	560.61
Police and Sheriff's Patrol Officers	"582,716"	1.00%	"8,027.27"
Transit and Railroad Police	747	0.00%	266.67
Animal Control Workers	"5,824"	0.00%	876.97
Private Detectives and Investigators	"38,879"	0.10%	"1,652.73"
Security Guards and Gaming Surveillance Officers	"505,565"	0.80%	"7,349.09"
Crossing Guards	"6,311"	0.00%	943.03
Transportation Security Screeners	"22,782"	0.00%	"1,968.48"
"Lifeguards and Other Recreational, and All Other Protective Service Workers"	"15,453"	0.00%	"1,375.76"
Chefs and Head Cooks	"276,631"	0.50%	"6,227.88"
First-Line Supervisors of Food Preparation and Serving Workers	"190,025"	0.30%	"4,374.55"
Cooks	"775,087"	1.30%	"10,738.18"
Food Preparation Workers	"155,856"	0.30%	"4,584.85"
Bartenders	"115,120"	0.20%	"4,186.06"
"Combined Food Preparation and Serving Workers, Including Fast Food"	"52,096"	0.10%	"2,313.94"
"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"	"12,016"	0.00%	"1,232.12"
Waiters and Waitresses	"263,439"	0.40%	"7,229.09"
"Food Servers, Nonrestaurant"	"28,696"	0.10%	"1,782.42"
Dining Room and Cafeteria Attendants and Bartender Helpers	"56,105"	0.10%	"2,876.97"
Dishwashers	"91,810"	0.20%	"3,755.15"
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"	"7,311"	0.00%	"1,004.24"
"Food Preparation and Serving Related Workers, All Other"	"2,844"	0.00%	590.3
First-Line Supervisors of Housekeeping and Janitorial Workers	"117,566"	0.20%	"3,796.97"
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"	"121,311"	0.20%	"3,664.24"
Janitors and Building Cleaners	"1,136,790"	1.90%	"9,389.09"
Maids and Housekeeping Cleaners	"128,212"	0.20%	"3,647.88"
Pest Control Workers	"65,344"	0.10%	"2,458.18"
Grounds Maintenance Workers	"762,329"	1.30%	"11,664.85"
First-Line Supervisors of Gaming Workers	"11,389"	0.00%	"1,264.24"
First-Line Supervisors of Personal Service Workers	"25,605"	0.00%	"1,770.91"
Animal Trainers	"14,018"	0.00%	"1,078.79"
Nonfarm Animal Caretakers	"34,640"	0.10%	"1,843.03"
Gaming Services Workers	"34,548"	0.10%	"1,753.33"
Motion Picture Projectionists	"1,065"	0.00%	283.64
"Ushers, Lobby Attendants, and Ticket Takers"	"3,855"	0.00%	617.58
Miscellaneous Entertainment Attendants and Related Workers	"31,464"	0.10%	"1,862.42"
Embalmers and Funeral Attendants	"5,293"	0.00%	777.58
"Morticians, Undertakers, and Funeral Directors"	"22,471"	0.00%	"1,623.03"
Barbers	"56,579"	0.10%	"2,531.52"
"Hairdressers, Hairstylists, and Cosmetologists"	"52,211"	0.10%	"2,793.94"
Miscellaneous Personal Appearance Workers	"34,993"	0.10%	"2,221.21"
"Baggage Porters, Bellhops, and Concierges"	"47,690"	0.10%	"2,499.39"
Tour and Travel Guides	"11,893"	0.00%	"1,111.52"
Childcare Workers	"34,354"	0.10%	"2,204.24"
Personal Care Aides	"132,541"	0.20%	"3,724.85"
Recreation and Fitness Workers	"79,514"	0.10%	"2,767.88"
Residential Advisors	"10,295"	0.00%	931.52
"Personal Care and Service Workers, All Other"	"37,331"	0.10%	"2,393.33"
First-Line Supervisors of Retail Sales Workers	"1,537,529"	2.50%	"12,555.15"
First-Line Supervisors of Non-Retail Sales Workers	"748,785"	1.20%	"8,303.64"
Cashiers	"293,166"	0.50%	"6,801.21"
Counter and Rental Clerks	"30,604"	0.10%	"2,013.33"
Parts Salespersons	"83,465"	0.10%	"3,107.27"
Retail Salespersons	"1,047,929"	1.70%	"10,994.55"
Advertising Sales Agents	"72,790"	0.10%	"2,815.15"
Insurance Sales Agents	"232,516"	0.40%	"4,913.94"
"Securities, Commodities, and Financial Services Sales Agents"	"142,840"	0.20%	"4,015.15"
Travel Agents	"11,210"	0.00%	"1,135.76"
"Sales Representatives, Services, All Other"	"368,392"	0.60%	"6,341.21"
"Sales Representatives, Wholesale and Manufacturing"	"878,257"	1.50%	"8,860"
"Models, Demonstrators, and Product Promoters"	"4,816"	0.00%	729.09
Real Estate Brokers and Sales Agents	"278,623"	0.50%	"6,270.30"
Sales Engineers	"33,085"	0.10%	"1,623.64"
Telemarketers	"16,569"	0.00%	"1,443.64"
"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"	"25,691"	0.00%	"1,765.45"
"Sales and Related Workers, All Other"	"101,250"	0.20%	"2,922.42"
First-Line Supervisors of Office and Administrative Support Workers	"479,925"	0.80%	"7,287.88"
"Switchboard Operators, Including Answering Service"	"3,612"	0.00%	700
Telephone Operators	"7,004"	0.00%	999.39
"Communications Equipment Operators, All Other"	"2,751"	0.00%	414.55
Bill and Account Collectors	"35,970"	0.10%	"1,975.76"
Billing and Posting Clerks	"45,845"	0.10%	"2,210.91"
"Bookkeeping, Accounting, and Auditing Clerks"	"105,920"	0.20%	"3,102.42"
Gaming Cage Workers	"2,566"	0.00%	507.88
Payroll and Timekeeping Clerks	"16,608"	0.00%	"1,661.21"
Procurement Clerks	"13,472"	0.00%	"1,002.42"
Tellers	"28,579"	0.10%	"2,038.18"
"Financial Clerks, All Other"	"47,844"	0.10%	"2,204.85"
Brokerage Clerks	"1,925"	0.00%	424.85
Correspondence Clerks	"1,603"	0.00%	384.24
"Court, Municipal, and License Clerks"	"12,876"	0.00%	"1,014.55"
"Credit Authorizers, Checkers, and Clerks"	"8,454"	0.00%	694.55
Customer Service Representatives	"624,476"	1.00%	"8,197.58"
"Eligibility Interviewers, Government Programs"	"14,480"	0.00%	"1,172.73"
File Clerks	"30,743"	0.10%	"1,652.12"
"Hotel, Motel, and Resort Desk Clerks"	"28,143"	0.10%	"1,653.94"
"Interviewers, Except Eligibility and Loan"	"14,408"	0.00%	"1,230.30"
"Library Assistants, Clerical"	"5,476"	0.00%	812.73
Loan Interviewers and Clerks	"21,075"	0.00%	"1,178.79"
New Accounts Clerks	"3,187"	0.00%	556.97
